CONTROLN,HIT,MALEMILI,MALEVET,VIETVETS,WWIIVETS,LOCALGOV,STATEGOV,FEDGOV,LONGEVITY,AGE,RAMNTALL,NGIFTALL,AVGGIFT,PROP_RESP_CARDPROM,HHAGE3,HV2,HVP4,IC5,EC4
45656,0,0,53,6,71,9,2,1,59,54.0,0.55,0.2,2.75,0.125,58,608,17,11438,38
45697,10,0,50,8,78,11,1,2,167,49.0,3.15,3.0,1.05,0.45454545454545453,69,604,17,13155,39
45703,2,0,50,8,78,11,1,2,179,76.0,1.2,2.9,0.41379310345000003,0.45454545454545453,69,604,17,13155,39
45714,0,0,50,8,78,11,1,2,179,6.0,2.0,2.0,1.0,0.2903225806451613,69,604,17,13155,39
45724,0,0,47,26,46,4,1,2,155,78.0,12.59,3.7,3.4027027026999996,0.9,26,1539,88,21473,29
45737,0,1,46,56,23,7,3,7,179,67.0,3.0,3.4,0.88235294118,0.6363636363636364,12,913,48,13687,36
45770,0,0,40,40,30,4,2,1,179,6.0,0.63,0.9,0.7,0.17857142857142858,14,2067,99,24485,23
45773,1,0,40,25,39,7,3,3,179,63.0,3.8,1.3,2.9230769231,0.18181818181818182,21,1540,75,19104,26
45784,1,0,38,31,45,5,1,4,83,54.0,0.52,0.2,2.6,0.08333333333333333,22,990,63,16670,31
45794,1,0,46,10,77,6,2,1,119,87.0,3.15,2.9,1.0862068965999998,0.6818181818181818,57,1111,75,18858,31
45798,3,0,38,31,45,5,1,4,131,16.0,0.67,0.6,1.1166666667,0.17647058823529413,22,990,63,16670,31
45806,0,0,0,0,0,0,0,0,155,34.0,2.65,2.1,1.2619047619000001,0.4827586206896552,20,1068,77,13396,30
45850,1,0,47,26,46,4,1,2,131,78.0,1.22,3.1,0.3935483871,0.5555555555555556,32,1027,56,12736,35
45876,0,0,49,15,69,8,1,6,179,79.0,3.54,2.2,1.6090909091,0.36666666666666664,46,574,14,11714,38
45895,0,0,49,23,62,4,3,3,179,77.0,2.23,2.8,0.79642857143,0.7037037037037037,71,522,7,13616,37
45919,0,0,37,35,37,6,2,2,179,49.0,2.12,3.2,0.6625,0.5,66,513,7,12575,37
45992,0,0,41,14,78,9,6,0,131,71.0,4.12,2.5,1.6480000000000001,0.46153846153846156,52,602,18,10566,38
46003,0,0,33,49,21,11,5,4,59,67.0,0.55,0.2,2.75,0.125,12,1259,80,17106,35
46009,10,0,44,13,44,11,2,0,83,64.0,2.69,1.1,2.4454545455,0.23529411764705882,13,593,14,8689,39
46082,4,0,48,34,37,6,9,0,71,17.0,0.3,0.4,0.75,0.1,35,541,14,12566,44
46110,0,0,36,32,29,2,1,1,167,49.0,1.53,4.1,0.37317073171000004,0.9090909090909091,16,919,66,11807,31
46114,0,3,51,8,57,8,6,0,179,70.0,3.86,3.8,1.0157894737000002,0.6176470588235294,56,725,32,12290,33
46127,0,0,39,41,37,5,3,1,59,57.0,0.6,0.2,3.0,0.16666666666666666,17,1111,73,12469,45
46183,0,0,40,41,27,5,3,7,95,67.0,1.43,0.5,2.8600000000000003,0.058823529411764705,19,1217,74,12359,41
46228,3,0,61,8,79,11,0,0,131,27.0,2.25,0.9,2.5,0.125,45,1848,97,32476,21
46240,15,0,48,29,42,5,3,2,71,17.0,0.46,0.5,0.9199999999999999,0.25,36,1008,62,12858,33
46241,1,0,39,32,34,16,2,1,59,60.0,0.6,0.2,3.0,0.16666666666666666,24,1099,69,13855,30
46252,9,0,48,17,40,6,2,2,143,69.0,3.0,3.2,0.9375,0.5714285714285714,37,627,14,13487,34
46266,17,0,33,34,13,9,0,1,179,6.0,1.53,4.5,0.33999999999999997,0.5625,10,940,62,15431,44
46342,4,0,55,2,97,10,0,8,179,81.0,4.64,4.5,1.0311111111,0.7272727272727273,43,841,40,13108,35
46365,0,0,40,23,44,6,1,1,167,49.0,3.89,3.6,1.0805555556,0.696969696969697,18,580,7,7631,46
46386,7,0,47,9,30,7,0,0,131,62.0,1.7,0.7,2.4285714285999997,0.25,36,1023,70,14319,33
46390,0,0,28,41,59,0,7,0,155,49.0,1.64,0.6,2.7333333333,0.21052631578947367,43,687,29,16143,27
46395,0,0,0,0,0,0,0,0,179,74.0,6.3,1.6,3.9375,0.3939393939393939,62,0,0,42673,10
46419,0,0,28,24,26,8,5,1,179,57.0,2.05,4.1,0.5,0.6363636363636364,47,729,38,10494,32
46443,0,0,39,29,37,12,4,3,143,61.0,1.18,3.7,0.31891891892,0.7586206896551724,43,761,42,11455,34
46445,0,0,40,21,50,10,4,1,179,49.0,2.31,3.3,0.7,0.5161290322580645,36,952,47,13364,34
46474,0,0,41,20,55,6,2,0,143,49.0,3.27,2.6,1.2576923077,0.27586206896551724,39,690,31,15606,26
46479,4,0,35,17,61,6,5,1,179,62.0,1.63,1.7,0.95882352941,0.6818181818181818,43,841,40,13108,35
46502,0,2,39,27,44,7,1,1,155,80.0,3.31,1.8,1.8388888889000001,0.3448275862068966,29,714,37,12895,34
46547,0,0,45,18,64,5,1,1,83,49.0,2.59,0.9,2.8777777778,0.38461538461538464,24,822,49,14941,34
46562,0,0,45,18,64,5,1,1,131,43.0,1.42,0.5,2.84,0.13636363636363635,37,1789,94,25135,24
46566,5,1,57,24,46,7,2,0,155,80.0,5.0,1.3,3.8461538462,0.25,30,1990,97,26759,27
46601,0,0,44,13,73,3,0,0,179,70.0,1.65,3.0,0.55,0.5,81,1665,66,18475,39
46623,0,0,70,6,81,9,0,0,95,79.0,2.7,0.4,6.75,0.05263157894736842,64,2689,99,55082,34
46640,2,0,44,29,37,8,4,3,179,44.0,2.25,0.8,2.8125,0.16129032258064516,24,752,28,14503,35
46751,14,0,39,14,55,15,2,4,179,17.0,1.66,1.6,1.0375,0.3125,21,739,40,15600,27
46804,0,1,33,24,43,7,4,3,119,49.0,2.37,0.8,2.9625,0.08333333333333333,24,1157,63,14463,35
46822,9,0,35,0,46,10,6,2,179,60.0,1.11,2.1,0.5285714285700001,0.7058823529411765,38,688,35,11859,28
46868,0,0,21,27,33,6,10,3,71,49.0,0.53,0.2,2.65,0.2222222222222222,15,881,38,17530,16
46962,0,0,27,28,36,7,4,3,179,81.0,2.43,3.7,0.65675675676,0.8214285714285714,28,518,15,10380,34
46981,2,0,36,39,12,1,2,1,155,75.0,3.73,1.8,2.0722222221999997,0.4,11,999,94,17556,33
46987,0,1,27,31,35,5,3,2,131,50.0,1.25,0.5,2.5,0.16666666666666666,23,599,23,10368,29
47083,0,0,24,23,10,7,0,18,71,49.0,0.51,0.2,2.55,0.18181818181818182,18,410,5,9045,25
47145,4,4,36,28,24,5,0,0,71,17.0,0.45,0.3,1.5,0.1,35,483,10,11088,31
47149,0,0,34,41,44,10,10,0,95,17.0,0.78,0.9,0.8666666666699999,0.3,33,371,1,7275,31
47163,10,1,48,12,75,11,7,2,179,76.0,2.71,2.8,0.96785714286,0.5454545454545454,39,674,28,15892,31
47235,0,0,51,17,66,0,4,12,179,49.0,4.05,2.4,1.6875,0.3235294117647059,33,584,3,14024,37
47307,0,0,29,38,21,8,5,4,167,77.0,2.99,3.3,0.9060606060599999,0.5161290322580645,5,990,79,18004,23
47314,2,3,32,51,13,4,7,4,179,56.0,3.19,2.5,1.276,0.5,30,440,12,10106,30
47316,0,3,32,51,13,4,7,4,179,49.0,3.0,1.8,1.6666666667,0.24242424242424243,11,663,21,13895,36
47340,0,1,30,16,32,4,4,2,131,68.0,2.43,2.1,1.1571428570999998,0.64,18,984,71,18467,26
47362,12,2,51,38,46,9,0,2,155,17.0,0.9405,1.6,0.5878125,0.34615384615384615,42,349,1,9080,31
47377,3,0,40,21,41,9,14,4,71,73.0,0.75,0.3,2.5,0.18181818181818182,38,819,59,17759,27
47399,1,0,31,14,57,4,5,1,179,50.0,3.28,2.5,1.3119999999999998,0.375,39,2818,96,29811,13
47421,12,0,6,99,0,0,4,4,107,41.0,1.45,0.6,2.4166666667,0.15789473684210525,10,1302,99,28219,22
47508,1,1,28,42,22,5,3,4,71,48.0,0.6,0.2,3.0,0.18181818181818182,12,968,68,15971,21
47510,5,0,37,53,24,6,3,3,83,60.0,0.55,0.2,2.75,0.07142857142857142,6,1698,99,25319,20
47516,0,1,33,34,22,5,4,1,119,49.0,2.1,0.8,2.625,0.13043478260869565,10,1507,97,25541,19
47530,0,0,17,13,40,3,11,1,95,37.0,1.45,2.0,0.725,0.631578947368421,22,538,16,8208,23
47572,0,1,37,16,40,4,9,3,179,65.0,1.21,3.7,0.32702702703000003,0.6363636363636364,25,571,16,12955,29
47607,0,1,26,18,47,6,9,3,83,49.0,2.85,0.5,5.7,0.2,27,442,9,10190,35
47639,0,0,30,34,28,5,19,4,143,49.0,3.2,2.1,1.5238095238,0.34615384615384615,16,847,64,15950,22
47669,0,0,24,29,41,4,3,2,83,9.0,0.26,0.2,1.3,0.2222222222222222,23,465,14,9827,29
47683,0,1,24,28,30,9,4,2,107,49.0,3.64,2.5,1.456,0.5416666666666666,22,404,9,8504,32
47697,0,0,26,36,40,5,5,1,179,49.0,2.81,2.8,1.0035714286000001,0.5,11,945,58,15828,23
47716,0,0,25,31,36,5,5,1,143,42.0,2.83,2.6,1.0884615385,0.3793103448275862,27,470,12,9963,26
47727,0,0,27,35,34,3,4,1,167,49.0,3.33,2.4,1.3875,0.4411764705882353,25,449,13,9086,35
47761,1,0,40,25,31,8,4,10,71,17.0,0.5,0.5,1.0,0.16666666666666666,15,878,51,14163,25
47766,8,0,41,21,46,6,8,5,119,75.0,3.6,1.3,2.7692307691999996,0.2727272727272727,17,1020,66,20149,16
47781,0,0,26,36,23,7,5,6,71,47.0,0.9,0.2,4.5,0.18181818181818182,13,899,56,15619,27
47788,0,0,26,36,23,7,5,6,107,54.0,1.55,0.5,3.1,0.0,13,852,63,15101,27
47811,0,0,19,38,27,10,3,6,107,49.0,1.42,0.5,2.84,0.047619047619047616,18,773,39,12498,26
47818,1,3,21,42,50,1,3,14,131,49.0,2.4,0.5,4.8,0.041666666666666664,14,760,45,13925,38
47820,0,0,31,45,25,5,4,12,143,49.0,2.63,2.4,1.0958333332999999,0.4482758620689655,16,723,35,17756,28
47829,0,2,29,37,19,14,4,16,179,49.0,2.95,1.1,2.6818181818,0.20588235294117646,26,621,24,11932,28
47833,1,0,31,26,39,8,11,13,179,71.0,3.03,1.5,2.02,0.21875,40,781,43,12925,10
47837,0,0,24,25,41,6,4,8,131,49.0,1.55,4.0,0.3875,0.6666666666666666,28,434,8,9824,34
47869,8,0,32,19,37,2,2,9,95,73.0,1.86,0.5,3.72,0.21052631578947367,33,407,0,10573,34
47885,12,0,27,19,38,7,6,6,179,17.0,0.83,1.6,0.51875,0.4,0,0,0,0,0
47888,8,0,40,15,40,9,4,16,179,74.0,3.05,1.5,2.0333333333,0.16129032258064516,17,1369,79,20563,36
47931,0,0,23,31,33,5,4,7,155,49.0,1.81,3.0,0.60333333333,0.5333333333333333,25,497,12,10508,42
47966,0,0,0,0,0,0,0,0,131,49.0,3.0,0.6,5.0,0.19047619047619047,0,0,0,0,0
47994,0,0,23,31,33,11,3,5,143,49.0,1.01,3.2,0.315625,0.6666666666666666,25,404,7,8758,30
48032,0,2,28,44,15,5,4,12,119,49.0,3.9,0.8,4.875,0.05,18,709,33,12105,30
48063,4,3,23,30,52,7,2,11,179,49.0,1.81,3.5,0.51714285714,0.6176470588235294,6,856,67,16801,15
48083,9,1,47,25,21,7,3,4,179,67.0,4.04,4.0,1.01,0.625,14,940,66,16205,28
48121,0,0,20,44,8,7,5,7,179,45.0,4.15,3.4,1.2205882353,0.47058823529411764,12,707,37,12586,30
48147,3,0,35,40,42,13,5,19,155,65.0,2.71,2.3,1.1782608695999999,0.4666666666666667,31,1401,94,25379,15
48151,6,1,34,35,18,2,3,12,179,50.0,3.29,2.7,1.2185185185,0.5294117647058824,22,1243,89,25901,12
48214,0,3,36,40,8,6,4,7,83,38.0,0.75,0.2,3.75,0.14285714285714285,4,641,17,12557,32
48215,8,3,34,39,26,6,2,8,83,50.0,1.25,0.3,4.1666666667,0.13333333333333333,17,595,5,13922,29
48286,2,0,42,32,56,5,1,7,131,17.0,0.61,1.6,0.38125,0.4666666666666667,20,862,54,15305,34
48293,0,0,22,58,14,6,8,9,107,51.0,2.07,0.8,2.5875,0.22727272727272727,4,789,56,18538,14
48396,0,0,26,19,36,7,3,8,167,49.0,4.55,1.9,2.3947368421,0.26666666666666666,19,522,18,9337,36
48417,0,0,20,23,53,7,2,2,179,49.0,0.955,3.9,0.24487179487000002,0.6333333333333333,23,390,7,8927,27
48474,0,0,25,36,36,6,3,2,179,67.0,2.92,2.8,1.0428571429,0.4117647058823529,24,455,10,9798,31
48477,0,0,27,22,29,7,4,3,179,75.0,4.6,2.9,1.5862068965999998,0.47058823529411764,24,453,12,9703,35
48488,0,1,21,26,36,11,6,4,167,49.0,3.65,3.3,1.1060606061,0.6451612903225806,34,410,8,8962,27
48492,0,0,19,25,40,13,11,2,107,49.0,1.5,0.6,2.5,0.043478260869565216,33,343,5,7383,23
48506,0,0,25,99,0,0,0,0,107,49.0,2.75,2.4,1.1458333333,0.5454545454545454,28,936,63,6125,67
48509,0,0,27,28,19,9,4,3,131,49.0,2.93,2.6,1.1269230769000003,0.5769230769230769,17,546,29,6704,38
48520,0,0,28,31,48,4,3,6,167,76.0,2.61,3.1,0.8419354838700001,0.6333333333333333,26,727,39,11617,27
48542,0,1,27,26,40,6,4,3,119,47.0,2.96,2.1,1.4095238095,0.5454545454545454,30,344,5,8382,31
48576,0,2,46,35,24,5,11,4,179,66.0,2.56,3.2,0.8,0.45454545454545453,25,640,27,15564,40
48603,0,7,38,57,8,5,10,12,179,49.0,3.83,2.8,1.3678571429000002,0.4117647058823529,12,794,41,14700,37
48639,0,0,26,42,22,8,18,6,71,27.0,0.56,0.2,2.8,0.16666666666666666,18,1147,89,19463,22
48646,0,2,29,56,16,4,4,0,107,49.0,2.64,2.2,1.2,0.5454545454545454,26,414,8,9235,38
48652,1,4,44,57,44,5,18,13,179,77.0,1.37,2.6,0.52692307692,0.7083333333333334,21,1114,77,19249,24
48657,0,2,25,34,30,5,6,2,107,53.0,1.0,0.4,2.5,0.05263157894736842,22,455,5,8647,15
48689,0,1,27,26,40,6,8,4,107,39.0,1.3,0.5,2.6,0.05,31,460,5,10774,30
48732,31,2,47,37,33,5,23,17,179,74.0,5.8,2.2,2.6363636364,0.3333333333333333,19,1495,99,26574,19
48733,0,4,32,31,37,4,11,8,179,49.0,1.75,4.5,0.38888888889,0.6774193548387096,16,684,30,15449,27
48738,0,0,33,21,71,9,12,6,131,17.0,1.27,1.0,1.27,0.21739130434782608,33,638,27,16873,26
48753,0,0,47,30,50,7,3,4,155,63.0,3.82,4.2,0.9095238095199999,0.5862068965517241,49,1020,98,19240,26
48804,2,5,34,45,23,3,11,7,179,76.0,2.14,4.3,0.49767441860000006,0.8125,6,978,75,21872,10
48839,10,17,23,30,16,6,2,21,131,75.0,1.8,0.7,2.5714285714000007,0.16666666666666666,15,612,16,11694,38
48880,0,1,22,19,34,5,6,6,119,49.0,2.747,1.6,1.716875,0.36,28,431,8,10461,27
48898,0,2,31,25,36,6,6,2,179,49.0,2.36,4.6,0.51304347826,0.7096774193548387,35,484,17,11545,26
48917,0,0,20,19,39,5,3,2,143,67.0,1.14,2.9,0.39310344828,0.56,24,443,11,10009,29
48959,35,0,33,35,25,8,4,4,179,82.0,1.66,4.5,0.36888888889000004,0.6363636363636364,30,461,3,9035,30
48966,2,0,42,8,58,8,3,3,71,49.0,0.83,0.3,2.7666666667,0.07692307692307693,45,1073,63,20684,26
48990,0,0,27,28,36,7,3,1,179,73.0,4.77,4.7,1.014893617,0.7666666666666667,27,479,12,9741,37
48999,1,1,26,25,27,9,2,1,119,77.0,1.29,3.3,0.39090909091000003,0.5652173913043478,27,464,12,10785,27
49033,0,10,28,63,32,3,8,11,119,17.0,0.76,0.7,1.0857142857000002,0.15789473684210525,14,948,66,18027,24
49044,0,14,35,47,25,5,5,14,179,49.0,1.78,2.9,0.61379310345,0.5588235294117647,18,677,33,12315,25
49045,0,28,42,54,23,6,3,22,179,41.0,1.2,2.4,0.5,0.6129032258064516,8,853,54,13283,20
49058,16,1,30,31,36,7,6,6,179,47.0,3.85,4.2,0.91666666667,0.5757575757575758,30,433,9,10938,36
49141,6,0,37,25,39,8,4,3,179,58.0,0.99,3.5,0.28285714286,0.6451612903225806,18,680,31,15975,36
49144,0,0,19,34,25,8,5,1,179,49.0,1.86,3.2,0.58125,0.5483870967741935,30,344,5,7291,35
49163,0,0,29,35,32,7,4,1,179,49.0,1.56,2.9,0.53793103448,0.5666666666666667,30,409,10,8985,31
49176,75,0,29,28,39,7,2,5,179,67.0,1.77,3.1,0.57096774194,0.5454545454545454,29,386,7,8763,31
49182,0,0,39,18,63,16,10,5,179,49.0,1.27,2.1,0.6047619047599999,0.6086956521739131,38,542,18,14365,25
49200,0,0,25,28,30,7,3,2,83,49.0,1.21,0.5,2.42,0.14285714285714285,20,500,16,9267,38
49276,0,1,58,31,56,11,4,0,107,45.0,1.58,2.7,0.5851851851900001,0.6666666666666666,25,931,42,14876,33
49297,0,0,50,18,49,5,3,1,179,43.0,2.87,3.2,0.896875,0.5,32,1093,60,15699,33
49361,0,1,29,43,23,5,4,2,71,61.0,0.5,0.2,2.5,0.18181818181818182,17,653,22,11954,38
49375,12,0,31,22,26,4,1,2,71,51.0,0.55,0.2,2.75,0.18181818181818182,14,574,18,10176,43
49428,0,0,55,30,31,3,6,0,131,69.0,2.75,1.6,1.71875,0.5,32,490,5,11685,36
49432,0,3,34,25,45,9,6,0,179,87.0,2.86,4.9,0.5836734693900001,0.6666666666666666,16,1591,91,24414,26
49437,3,0,29,23,51,4,8,0,155,86.0,2.94,2.3,1.2782608696,0.45161290322580644,48,1174,79,17566,20
49471,6,3,29,47,33,3,6,4,131,72.0,1.37,0.5,2.7399999999999998,0.08333333333333333,10,923,67,18920,21
49489,1,0,39,0,50,20,0,0,155,80.0,4.55,1.8,2.5277777778,0.3225806451612903,47,498,3,15395,30
49580,1,0,33,35,34,7,5,2,71,63.0,0.95,0.3,3.1666666667,0.08333333333333333,17,715,37,14181,36
49599,30,0,46,31,33,6,12,6,179,49.0,3.34,1.3,2.5692307692,0.23529411764705882,35,1106,76,18349,18
49633,0,0,20,27,81,11,8,1,131,48.0,2.95,2.9,1.0172413793,0.5357142857142857,30,510,15,6952,32
49647,0,0,19,22,41,7,10,4,119,57.0,1.72,0.7,2.4571428571,0.09523809523809523,31,446,14,7636,27
49687,3,0,33,39,19,13,7,3,179,49.0,2.89,1.0,2.8899999999999997,0.10714285714285714,13,887,61,20659,20
49736,0,1,26,23,41,9,7,2,71,77.0,0.7,0.2,3.5,0.09090909090909091,32,430,11,9525,26
49781,2,0,15,0,0,13,0,0,179,63.0,2.05,2.9,0.7068965517200001,0.35294117647058826,36,393,9,7634,41
49787,0,1,37,36,25,3,2,4,71,49.0,1.0,0.4,2.5,0.2727272727272727,17,649,31,12232,37
49793,0,2,27,29,51,10,6,11,83,49.0,4.2,1.4,3.0,0.4117647058823529,26,446,12,8846,32
49800,2,1,35,40,26,3,2,5,83,77.0,1.0,0.4,2.5,0.2,16,717,34,13063,37
49806,0,1,35,40,26,3,2,5,179,65.0,2.94,1.5,1.9600000000000002,0.21212121212121213,16,717,34,13063,37
49812,0,0,24,13,32,3,4,2,179,60.0,1.61,4.4,0.36590909091,0.71875,33,428,11,8615,38
49890,0,0,25,30,14,7,2,2,119,49.0,2.72,0.7,3.8857142856999998,0.2727272727272727,24,600,20,10906,34
49915,0,1,28,54,15,4,3,3,107,49.0,3.51,1.9,1.8473684210999999,0.43478260869565216,8,812,51,13658,33
49924,9,0,33,31,33,2,1,1,179,74.0,0.81,2.4,0.3375,0.6428571428571429,17,2318,99,31423,14
50047,23,0,41,21,63,12,15,5,71,44.0,0.55,0.2,2.75,0.16666666666666666,22,907,63,18872,50
50053,0,0,21,47,20,3,4,1,155,39.0,1.1425,3.3,0.34621212121,0.6296296296296297,13,727,37,11235,40
50057,1,0,26,51,49,0,8,0,179,81.0,0.495,1.8,0.275,0.6428571428571429,37,380,3,7923,18
50130,31,0,38,45,20,8,7,1,179,41.0,2.8,2.0,1.4,0.29411764705882354,10,1343,91,20513,31
50153,0,0,0,0,0,0,0,0,179,49.0,3.47,2.0,1.735,0.29411764705882354,8,1639,90,27320,15
50169,2,0,28,20,43,12,3,8,179,71.0,1.21,3.6,0.33611111111,0.6,16,913,59,14682,35
50196,0,0,40,31,47,10,0,4,71,37.0,0.85,0.3,2.8333333333,0.16666666666666666,25,758,43,11287,32
50231,21,0,21,54,0,4,3,0,119,76.0,0.85,0.3,2.8333333333,0.1111111111111111,3,1154,94,16423,21
50238,1,1,35,59,17,4,5,2,179,71.0,2.39,4.8,0.49791666667,0.6666666666666666,6,829,73,14959,36
50247,1,0,40,31,47,10,0,4,179,82.0,2.07,2.9,0.71379310345,0.46875,25,758,43,11287,32
50270,0,1,16,31,38,7,3,2,107,41.0,3.41,2.8,1.2178571429000002,0.5909090909090909,19,448,9,12486,38
50292,0,0,34,45,13,4,3,2,179,75.0,2.75,0.9,3.0555555556,0.14705882352941177,9,715,31,12165,38
50376,1,0,31,15,42,2,5,1,131,54.0,3.67,2.7,1.3592592593,0.5384615384615384,37,295,2,9551,29
50397,0,2,32,12,15,7,3,9,143,76.0,2.79,2.4,1.1625,0.45454545454545453,25,749,33,14102,35
50403,2,0,62,13,60,13,7,8,179,77.0,0.98,3.0,0.32666666667000005,0.7037037037037037,50,812,49,15677,30
50420,0,0,31,40,24,3,3,3,107,49.0,0.97,0.4,2.425,0.10526315789473684,11,1123,83,13900,32
50432,0,0,31,40,24,3,3,3,179,43.0,1.88,3.6,0.52222222222,0.696969696969697,11,1123,83,13900,32
50479,0,0,28,43,25,7,7,4,71,49.0,0.55,0.2,2.75,0.18181818181818182,18,754,46,12994,38
50541,14,0,29,50,33,11,9,2,179,7.0,1.13,1.7,0.66470588235,0.30303030303030304,28,925,34,12417,36
50653,1,0,24,4,30,16,4,1,179,55.0,1.65,4.3,0.38372093023,0.7419354838709677,15,698,29,10998,35
50673,1,0,25,24,10,7,6,0,179,75.0,4.66,4.5,1.0355555556,0.6764705882352942,33,430,7,8789,39
50750,0,0,34,23,61,0,3,0,131,1.0,1.26,1.0,1.26,0.47368421052631576,17,2318,99,31423,14
50756,4,0,41,19,50,12,1,2,179,49.0,2.69,2.7,0.9962962962999999,0.48484848484848486,45,1409,91,24446,27
50757,1,0,34,23,61,0,3,0,179,64.0,3.55,1.1,3.2272727273,0.18181818181818182,42,1954,95,36446,6
50774,2,0,29,11,36,5,10,3,143,61.0,2.98,3.0,0.9933333333300001,0.5185185185185185,22,577,16,9348,30
50810,0,2,36,23,53,5,8,0,83,63.0,0.95,0.3,3.1666666667,0.0,15,679,38,11898,31
50814,1,0,27,22,33,2,6,3,131,81.0,3.95,3.1,1.2741935484,0.4230769230769231,22,497,5,9557,36
50923,1,0,39,17,41,5,2,2,83,62.0,0.5,0.2,2.5,0.13333333333333333,29,2165,99,38079,7
50927,0,0,24,24,41,6,3,1,83,49.0,0.55,0.2,2.75,0.14285714285714285,22,1767,97,27608,11
50930,2,0,41,20,47,5,3,2,131,74.0,3.9,0.9,4.3333333333,0.23076923076923078,43,2097,93,40050,19
50939,1,0,24,24,41,6,3,1,179,68.0,4.84,2.4,2.0166666667,0.36363636363636365,22,1767,97,27608,11
50952,9,0,25,21,61,5,2,0,107,51.0,1.0,0.4,2.5,0.06666666666666667,33,949,57,21260,42
50972,2,0,32,51,17,6,1,4,155,67.0,3.76,3.6,1.0444444444,0.6451612903225806,7,898,83,14124,32
51015,12,0,16,42,22,3,4,4,119,50.0,3.12,0.7,4.457142857100001,0.21428571428571427,10,1032,76,18255,14
51022,1,0,28,10,43,2,0,2,179,49.0,4.5405,3.0,1.5135,0.5882352941176471,14,3717,99,54641,13
51045,0,0,23,27,42,6,4,1,179,49.0,1.62,3.5,0.46285714286,0.4375,25,295,4,6446,26
51100,0,0,31,10,59,8,1,3,155,50.0,2.7,1.5,1.8,0.21428571428571427,24,1195,74,21119,21
51109,0,0,0,0,0,0,0,0,83,49.0,1.0,0.4,2.5,0.1875,29,845,42,16602,24
51122,0,0,26,48,9,5,0,1,59,49.0,0.58,0.2,2.9,0.125,11,492,4,9277,36
51151,0,0,27,34,34,7,2,2,71,59.0,1.0,0.2,5.0,0.08333333333333333,23,486,14,10706,28
51180,0,0,32,20,47,11,4,3,83,59.0,1.0,0.3,3.3333333332999997,0.13333333333333333,35,540,20,10259,26
51217,0,0,42,46,42,6,3,3,59,49.0,0.5,0.2,2.5,0.0,23,496,3,10806,40
51222,1,0,28,38,15,5,6,11,71,40.0,0.83,0.2,4.15,0.09090909090909091,9,642,19,13269,21
51225,0,0,23,44,6,10,3,11,71,49.0,0.5,0.2,2.5,0.08333333333333333,8,786,46,17364,25
51235,2,0,41,43,24,8,3,12,107,34.0,1.7,0.5,3.4,0.11764705882352941,19,605,12,12221,31
51255,3,0,35,30,32,9,2,6,167,67.0,2.92,2.1,1.3904761905,0.4,26,562,19,11747,34
51256,19,0,42,58,13,5,5,10,167,45.0,3.05,2.1,1.4523809524,0.3548387096774194,22,1203,75,21965,28
51259,9,0,41,43,24,8,3,12,179,63.0,2.74,2.3,1.1913043477999998,0.40625,19,605,12,12221,31
51303,0,2,38,28,40,10,4,7,179,49.0,3.28,2.6,1.2615384615,0.45454545454545453,19,581,17,11081,42
51314,0,0,26,34,37,4,3,3,179,17.0,2.57,1.8,1.4277777777999998,0.41379310344827586,21,442,10,10793,30
51316,0,0,26,34,37,4,3,3,95,36.0,0.76,1.8,0.42222222222,0.6111111111111112,14,546,17,9526,29
51334,0,0,30,36,16,4,1,1,179,51.0,4.37,3.9,1.1205128205,0.6428571428571429,29,845,42,16602,24
51390,5,0,25,32,10,3,3,5,119,66.0,2.43,2.9,0.8379310344800001,0.5833333333333334,16,482,13,8414,35
51424,7,2,34,31,28,6,4,4,71,48.0,0.75,0.3,2.5,0.18181818181818182,16,721,38,12503,33
51429,0,2,34,32,36,6,3,4,131,49.0,2.96,1.5,1.9733333333,0.18518518518518517,27,666,31,12994,32
51504,24,0,26,29,39,3,6,2,179,75.0,3.3,3.3,1.0,0.5333333333333333,26,677,29,16120,26
51505,1,0,21,45,25,7,0,8,179,42.0,3.5,2.5,1.4,0.35294117647058826,20,288,0,8229,25
51532,14,0,38,27,63,5,5,6,179,67.0,3.1,1.4,2.2142857143,0.26666666666666666,36,497,7,12773,26
51552,1,0,34,17,20,6,4,3,95,49.0,0.8,0.3,2.6666666667,0.17647058823529413,23,1270,74,21114,17
51570,0,0,31,27,51,4,2,9,71,67.0,1.07,0.4,2.675,0.23076923076923078,21,707,40,15768,21
51615,16,2,19,25,27,10,2,5,71,66.0,0.55,0.2,2.75,0.1,7,1090,80,19953,25
51642,0,0,43,23,49,3,6,9,179,64.0,3.04,2.4,1.2666666667000002,0.4375,29,782,46,17146,29
51689,3,0,21,63,0,7,2,5,155,52.0,3.7,1.5,2.4666666666999997,0.25806451612903225,18,1564,78,24349,27
51735,0,0,47,19,39,6,3,3,107,57.0,1.12,1.5,0.7466666666699999,0.625,23,602,16,15517,31
51737,0,0,31,51,27,8,3,0,59,69.0,0.5,0.2,2.5,0.25,19,656,25,11591,35
51755,3,0,38,17,51,10,0,3,155,84.0,3.11,3.1,1.0032258065000002,0.5,19,685,29,14588,35
51768,0,0,47,19,39,6,3,3,179,53.0,2.82,2.4,1.175,0.42424242424242425,23,602,16,15517,31
51789,0,0,32,32,30,4,3,2,179,49.0,1.01,3.5,0.28857142857,0.5714285714285714,20,634,22,12313,39
